text,label_sentiment
רובי היקר ממשלת ישראל ישנה צריך מישהו שיעיר אותם,1,positive
" רק רובי , בהצלחה בעזרת השם מחר ",0,negative
השמדת העם ... הריסת כבוד .... בגידה בתורה ... נו באמת . תקשיבו לעצמכם . איזה סיסמאות שטותיות . אדוני הנשיא : עשית את הדבר הנכון . נתת גיבוי לדמוקרטיה . וזה מאד חשוב בימים אלה של התלהמות ימנית ומשיחית שמנסה להלך איימים על אחדות העם .,0,negative
" מורן אני בן של מלך , אני השליח של בורא עולם ואני אקבע גם לזוג הזה ברור לך ?? ",1,positive
" מה זה שיא החוצפה , שמעון הרס , פושע אוסלו , החבר של רב המרצחים עארפת , שהכניס לארצנו , נתן לו כסף ונשק , להרוג בנו , וגם קיבל על זה פרס נובל לטרור , ועכשיו איזה חוצפה נפגש עם משפחות החטופים , שבגללו נחטפו להם הילדים , איך ההורים יכולים לחבק את זה שהביא לילדיהם את האסון , וזה בלשון המעטה.דם בניכם זועק מהאדמה ואתם בחבקים את האיש המאוס הזה , https://www.facebook.com/ShimonPeresInt/photos/pcb.657667207653653/657666307653743/?type=1",1,positive
רובי נראה לי שהתיישבת בטעות על כיסא הנשיא כי לפי דעתי היית צריך להתרווח לך על כיסא ראש הממשלה .,1,positive
רובי ... שיזדיינו את הבנות שלך ערבים .... יזבל,1,positive
" כל הכבוד כבוד הנשיא , חלומם של רבים . תל חי ויאללה בית""ר ! ",0,negative
כבוד הנשיא מעניין אם היית נותן את ברכתך לילדך ולנכדך להתחתן עם ערבי .... לי זה ברור שלא ! אז בבקשה בוא שים בצד את הפוליטיקלי קורקט ופשוט תחריש !,1,positive
https://www.facebook.com/MQG.Israel/photos/a.117793584900556.19439.111523625527552/862547020425205/?type=1&relevant_count=1 כך בתשעה באב ??? נוטשים ???,2,
מלך הנשיא שלנו אוהבים אותך רובי,0,negative
" היא עוד תצטער שלא הקשיבה לבקשות של אביה שלא להתחתן עם הישמעאלי הארור הזה ולהוציא את עצמה מכלל ישראל . המועד של זה מתקרב , עד החתונה הכל נראה ורוד ולאחר זמן קצר יהפוך להיות לה שחור . ",1,positive
ראוי ראוי ראוי !,0,negative
רק מי שאיכפת לו מחיבור בין יהודיה לערבי מוחה כי זה דבר פסול,1,positive
איזה דרך מקסימה לפתוח את הבוקר שלי ואיזה אושר לרובי שיש לו אשה כזו . יישר כוחכם .,0,negative
להפסיק את 100 שנות טרור של הערבים ושותפים שלהם נגד יהודים,1,positive
אשרייך סבא !,0,negative
יהי זכרו ברוך כבוד הנשיא,0,negative
מי שלא רצה אותך יושב ראש הכנסת יקבל אותך כנשיא בהצלחה !!!,0,negative
תודה מר.ריבלין ! ושבת שלום לכל עם ישראל.הצלחה בתפקיד חדש .,0,negative
אוהבים אותכם משפחת חלבי חלבי סלמאן וליד,0,negative
הנה האתגר האמיתי של הנשיא ריבלין : http://www.globes.co.il/news/article.aspx?did=1000947713#fromelement=hp_morearticles,0,negative
" כבוד הנשיא מר ריבלין תענה לשאלותיו של רומן ראובן ליפשיץ , גם אני רוצה לדעת למה לא פותחים בהליכים משפטיים נגד אותם קיצוניים ערביי ארץ ישראל ? איפה הסובלנות והנאמנות שלהם למדינה שלנו ? ",1,positive
הלוואי . כוחני רצון,0,negative
הלב כואב מאוד לשמוע ולראות ילד פרח נקטף ללא רחמים ממשפחתו השם ינקום דמו,0,negative
בהצלחה הנשיא הבא,0,negative
רעף - שמח שאנשים כמוך בעם שלי .,1,positive
" אתה כל כך תמים מר ריבלין , הכל שם הצגה , בכדי לחסל אותנו , בהסכמה . ",1,positive
אתה פחדן,1,positive
" תודה שאתה מצדיק את תמיכתנו בך . אתה איש גדול , גם אם אני לא מסכים עם הרבה מדעותיך , אתה קודם כל בן אדם . וזה , מצרך נדיר בימינו ",0,negative
תבורך אדוני הנשיאי,0,negative
" הערבים המהווים חלק בלתי נפרד מהחוויה הישראלית . אתה חי בסרט , ונדמה שאתה לא שונה בדיעותיך מקודמייך .  "" יש לגנות בכל תוקף תופעה זאת שפשטה בתוכנו "" "" אתה לא מתבייש ? וזה שמגנים יהודים ? הרי ראבק כל יום אתה רואה אנשים שמאלנים בכנסת אוהבי מחבלים שיש להם כמה כתמים לפחות ועבר פלילי . מה עם כל הפיגועים שהחמאס עושה למה על זה אתה לא מגיב ? מה זאת ההתייפיפות הזאת . "" "" לפתוח בחקירה כנגד אותם מסיתים שמקומם לא יכירנו בחברתנו "" "" ומה עם כל אותם אנשים שלא מגנים ועושים לנו את המוות כל יום , אז על אחד אתה מגן ? אז הוא שחקן מי ישמע ... כדורגל לא חשוב יותר משלומה של מדינת ישראל . """,1,positive
" תבדילו בין שחקן כדורגל מקצוען שמשחק תחת ישראל לבין , למשל , במאית שיוצאת חוצץ נגד ישראל ובעוד היא מקבלת מימון מהמדינה היא אומרת שהסרט הוא ' פלסטיני' ",1,positive
תודה !,0,negative
" גיא זה לא קשור לעם נבחר , הילדים שלהם יגדלו כערבים ובפועל הם יהודים , הם יסבלו משני העמים יש ערבים בתוכנו וכל עוד מכבדים אותנו אנחנו מכבדים אותם אם היה ההפך גבר יהודי היה רוצה להתחתן עם ערביה המשפחה שלה היו רוצחים את הגבר אז תהיו אומניים ",1,positive
אתה צבוע ומגעיל אדון רובי לא מגיע לאחד שצבוע להיות נשיא מדינה דיי חלס נמאסתם צבועים ועלובים,0,negative
אדם יקר . אוהב ואהוב . כיף גדול לישראל .,0,negative
לעשות מחר יום אבל לאומי,0,negative
כל הכבוד כב' הנשיא מר'רובי ריבלין יצא בחלקי להיות שותף לאירוע החגיגי שבו כב' הנשיא נטל חלק פעם ראשונה בחיי שאני פוגש נשיא שהוא לכל אזרחי המדינה ומדבריך מסתמן שכבודו הולך לעשות דברים בעניין האלימות והגזענות כולי תקווה שתצליח למרות שאני לא מאמין כותב שורטת אלו הינו עורך דין תושב טייבה,0,negative
וז ׳ בוטינסקי היה אחד המתבוללים אם לא ה ..,1,positive
האדמה כבר הערב צריכה לרעוד תחת רגליהם של כל מנהיגי החמאס ומשפחות החוטפים ! זו שעת מבחן למנהיגות שלנו ולעומד בראשה - כי הגיעו דמים עד נפש !,1,positive
הלוואי שנאמץ בשתי ידיים ונחבוק את כל אהבת החינם הזו ונאמץ אף 10% ממנה אחרי המלחמה.לו יהי .,0,negative
חג שבועות שמח לכל משפחתכם היקרה ולכל עם ישראל !,0,negative
כאב נורא ואיום.יהי זכרו ברוך,0,negative
קול שפוי .,0,negative
" לא רק נשיא , אלא ובעיקר - אדם ! ",0,negative
הרבה הצלחה ( :,0,negative
מתוקנת הרבה נחת.חג שמח בהצלחה בדרך לנשיאות .,0,negative
" מר הנשיא , אני מעריץ שלך , תומך בך תמיד וחבר טוב של אבי נכדך . יישר כוח . ",0,negative
חס ושלום עלאק דם ערבי זורם בעורקיי חחחחחחח מאיפה הבאת תחרטוט הזה ? הדם שלי יהודי ותמיד יהיה יהודי אמן !! תקרא לי גזען תקרא לי שונא חינם אתה על הזין שלי אני שונא אותך ואת כל העם המסריח שלך אתם יותר גרועים מהסודנים שחיים פה,1,positive
מאז תמיכתך השבוע בהתבוללות אני מרגיש כי אינך יותר מייצג אותי ואינך נשיא מדינת ישראל וחבל כי תמיד תמכתי בך אך כעת אינך ראוי להיות נשיא מדינת ישראל,1,positive
" הי""ד ",0,negative
" בגן עדן תהא מנוחתם , הילדים האלה יהיו מליצי יושר על עם ישראל ",0,negative
רובי יש לי חלום אבל לא יתגשם כי בניגוד לאמריקה כאן מי שיורק מטחי שנאה זה אלו שחטפו כאלה ועכשיו מצאו על מי לשפוך את הציסכול.תחשוב על זה,0,negative
אהבה של פעם ... תענוג,0,negative
אדוני הנשיא הנבחר כמי שעבד עם שני נשיאים מי כמוני מודע לגודל האחריות הממלכתית שניצבת לפניך בטוח בהצלחתך עומד לרשותך לעצה טובה עלה והצלח למעננו שבת שלום,0,negative
" לנשיא המדינה רובי ריבלין היקר , התמונה החדשה מדהימה , אני מודה לאלוהינו היקר שנבחרת להיות נשיא מדינת ישראל.אני מאד מאמינה בך ומעריכה אותך , ואני תקוה שאמונה זו תלווה אותך לכל שנות כהונתך.מעריצה אותך מתמיד.עלה והצלח.כהן אהובה . ",0,negative
" אני גם חושב שזה ממש בושה שאתה כנשיא של מדינה יהודית . נותן לגיטמציה לדבר פסול וחסר אחריות שכזו . שכל זכות קיומה הינה על פי ובגלל התורה הקדושה שפוסלת כל נישואי תערובת .  "" אז אם אתה נשיא במדינת ישראל מדינת היהודים ולא מדינת כל לאום אתה אמור לגנות דברים אלה . ואם לא לגנות . אז לפחות שיהיה לך שכל לא לומר דברים . בעד משהו שבכל הדורות היה הנושא הרגיש ביותר לעם היהודי . והעם היהודי זה כל הסיבה שאתה נשיא במדינת הלאום היהודי ואני בטוח שיש לך איזה סבא שהיה יהודי אמיתי שמתבייש ומתהפך בקברו מנכדו הנשיא "" "" ותיהיה בטוח שהמוסלמים לא יבחרו בך או יסגדו לך בגלל דברי החנפנות אלה ..... בתמונה למטה סבו של רובי ריבלין רבי יוסף ריבלין זצ""""ל """,1,positive
אסור לנסוע בטרמפים בלילה בחושך בשטח צבאי כבוש . תלמידים . מי האחראי ששיחרר אותם בלי לדאוג חהסעה ? גם ההורים ידעו,2,
על זה נאמר כבוד הנשיא נאה דורש עוד יותר נאה מקיים,2,
" כבוד הנשיא ! בקשה קטנה לי אליך , אל תעסוק בפוליטיקה ולא היה מקום לתגובתך בנושא הקשור לעיר המעורבת יפו.יש הלכות חמורות בעניין ויש רגשות  "" רגישות "" "" מאוד בציבור ובמיוחד בעת האחרונה . לפעמים השתיקה יפה יותר.שבת שלום . """,1,positive
" נשיא שמתקומם נגד גזענות ושנאה הוא שמאלני ? איזה מן שטויות אילו ? רובי ריבלין תמיד היה ליברל גם כשהיה יו""ר הכנסת וזאת למרות היותו חרותניק מבטן ומלידה . כל הכבוד לו ! ועל זה אני אוהבת אותו ! ",0,negative
" בהצלחה באישיותך המיוחדת , הנך מגן על כבוד מוסד הנשיאות . תבורך ",0,negative
בהצלחה ממתין בקוצר רוח,0,negative
נתניהו מנובל עכשיו נתפס לכבוד נשיא המדינה ראובן ריבלין אם מי שהוא צריך להיות בבית הסוהר זה לא פואד לא אולמרט ולא ריבלין זה רק נתניהו הנהנתן שהביא את סטנלי פישר והעלימו יחדיו 40 מיליארד דולר נתניהו דרדר את המדינה כלכלית וביטחונית למה נתניהו מבקש שוב הפסקת אש ומסכים בכול פעם מחדש להפסקת אש שמופרת בכול פעם הפסקת אש חדשה בעקבות הפסקת אש שהופרה אין ספור פעמים ביבי התפטר לך מעלינו אתה לא ברמה לנהל מדינה אתה רק רברבן שמדבר בלי סוף ללא כיסוי,1,positive
עצוב .,0,negative
כואב הלב . יהי זכרו ברוך,0,negative
מזל טוב לרובי ריבלין . גם מי שמוגדרת שמאל מאושרת שניבחרת על טוהר הלב שמאחד שלך ויושרך ותרומתך לאמונה שיש עדין טוב בין בני אדם ותהיה דעתם הפוליטית באשר תהיה .,0,negative
" כבוד הנשיא : מאז היבחרך לתפקיד נשיא המדינה שינית את עמדתך מהקצה אל הקצה . זאת פעם שלישית שאני קוראת פוסטים שלך בשם הדמוקרטיה דע לך שאף אחד לא ישים לך כתר על שינוי עמדותיך . לא ניתקלתי באיזה קריאת עידוד או משהו חיובי לגבי הימין .... מצידך רק טענות ומענות לו הבחירות לנשיאות היו מתקיימות היום אני בטוח לא הייתי רוצה שתיבחר ! נ.ב שמעון פרס היה יותר ניטרלי ממך אף ע""פ שהוא מזוהה עם השמאל . חבללללל : ( ",1,positive
עלה והצלח כבוד הנשיא שלנו ! מאמינים בך וגאים בך !,0,negative
שבת שלום כבוד הנשיא,0,negative
" ברכה והצלחה לנשיא הנכנס ראובן ריבלין ממשפחת כהן , שבח ויצקן בירושלים , צפת , מעלה אדומים , בית שמש ורחובות . ",0,negative
" אדוני הנשיא , לא ליפול למלכודת  "" הסוס שלוש "" "" לרצות של אנשים אשר תהיה קרובה למכירה בישראל ! """,1,positive
רובי נשיאנו היקר יש הגבלה בגילו של תורם האברים חתמתי לפני המון שנים פתאום מצאתי את עצמי מבוגרת מידי נולדתי שנתיים לפניך בכז עשית מעשה לדוגמא שולה גנני חולון,0,negative
הוא לקקן תמיד היה כזה בגלל זה נתניהו לא סבל אותו . הוא ממשפחת רבנים גדולה תראו מה השלטון והשררה עושים לאדם מעוורים אותו .,1,positive
" ואני רק שאלה קטנה _ ציטוט :  "" הערבים מהווים חלק בלתי נפרד מהחוויה הישראלית "" "" אולי הכוונה : "" "" הערבים מהווים חלק בלתי נפרד מההוויה הישראלית "" "" ? שהרי הם חיים איתנו ! """,1,positive
מי שמאמין לא מפחד כזה תמיד הייתה רובי כבוד הנשיא,0,negative
בהצלחה בתפקיד החדש .,0,negative
יופינו הוא באחדותינו . על כן כולנו נצא נגד ההסתות והקריאות הגזעניות . לא עוד .,0,negative
בהצלחה רובי מכל שבט ריבלין המורחב : ) Www.rivlinfamily.com,0,negative
" מה ... אתה ליכודניק בעד התבוללות או בל ״ ד אתה בושה לעם ישראל לצערי אתה לא הנשיא שלי אני מתבייש בך , תפסיק לצוטט את התנך בכול אירוע שלך , תעבור לקוראן ",1,positive
פנינה את יודעת למה כי הנערים דתיים וגרים בהתנחלות זה למה . התקשורת לא אוהבת אותם הם מעדיפים את השמאל החילוני לצערי .,1,positive
חג שמח בהצלחה אוהבים אותך,0,negative
בהצלחה סבא בתפקידך כנשיא ישראל שהיה לך המון כוח לשרת את עם ישראל ....,0,negative
מזל טוב על בחירתך מועמד ראוי,0,negative
כל כך עצוב,0,negative
כסא הנשיאות מחכה לך רובי,0,negative
" בהצלחה , בטוחה שתביא איתך הרבה כבוד 👏👏",0,negative
" לנשיא הנבחר , התרגשתי מאוד עד כדי דמעות , שלמרות כל הסקרים זכית . ",0,negative
ממש נורא בעיניי . נשיא המדינה אולי גם יהיה לנו נשיא ערבי כי הם מתרבים מה דעתך ? או ראש ממשלה ערבי ? אתה מאכזב,1,positive
אמן,0,negative
מזל טוב ! !!,0,negative
סוף סוף . הנשיא יציל את כבודנו .,0,negative
" מאוד מקווה שהמדינה שלנו תעניש את משפחות הרוצחים בחומרה רבה ככה שיתחרטו על הרגע שהם בחיים !!! ובכלל עד מתי יפגעו בנו , לשנות סדרי עולם במדינה שלנו לשנות את אופי ההתנהגות כלפי הרוצחים שיושבים בכלא דייייי !!!! ",1,positive
רובי מילה אחת ב ה צ ל ח ה ועוד מילה אוהבים אוותך ועוד מילה באמת אחרונה תמסור ד ״ ש לביבי ......,0,negative
" אוהד בית""ר מטיף לאוהדי מכבי על גזענות .... חזון אחרית הימים !... רק חסר שאוהדי הפועל יטיפו על השואה !.... ",1,positive
" יחי יחי , לראובן רבלין בהצלחה . אתה אדם אמיתי בטוח שתדע למלא את תפקיד נשיא המדינה ותביא כבוד למדינת ישראל . לא צריך הצהרת הון , מעשיך והתנהגותך לאורך שנים הם ההון האישי שלך שאין צורך להצהיר עליו . אתה הנשיא שלנו בהצלחה . ",0,negative
2 רקטות קסאם התפוצצו לפני זמן קצר בשטחים פתוחים במועצה האזורית שדות נגב . לא דווח על נפגעים או נזק .,2,
" הנשיא ריבלין החזקתי ממך מאוד , אבל ברגע שנתת לגיטימציה להתבוללות .. אם המצב היה הפוך והמוסלמי היה מתגייר ? היו הישמעלים שוחטים אותו על כך בלי לחשוב פעמיים-המטרה של חמאס וכל הארגונים רוצים לאסלאם אותנו ובנותינו .. ",1,positive
" רובי , אולי תגיע למשחקים לפחות משחקי פתיחה , תקרא את תפילתך בקול שכל הקהל ישמע ויחזור אחריך . תסחף את הקהל . תעודד אותם היה להם מורה דרך . ",0,negative
" איש יקר אתה רובי ! אוהבים אותך !! אם יש לך דבר שהכסף לא יכול לקנות זה אומר שאתה עשיר . אין כמו משפחה , ואתה רובי משפחה של כולנו ! אוהבים אותך ! ",0,negative
כל הכבוד לאישה כמוך,0,negative
" מיום ליום אני מתחיל לאהוד את ביתר ירושלים , סוף סוף קצת גאוה יהודית ואתם תקראו לזה גזענות וכו , , , . עכשיו נשאר לאהוב כדורגל ",1,positive
יהי זכרו ברוך . כל כך קשה ועצוב .,0,negative
טעות רובי זו כבר לא מדינה יהודית . אתה עזבת את ערכי היהדות מזמןןןן,1,positive
חלום מקסים ולגמרי מציאותי,0,negative
בהצלחה . לחצתי את ידך לפני שבוע וקיוותי שתזכה להיות הנשיא ה10 של מדינת ישראל .,0,negative
מאחלת לך קדנציה משעממת שזכה רק לביקורי אומנים זוכי פרסי נובל,0,negative
" איש מקסים וצנוע כחבר כנסת וכיו""ר הכנסת ואני בטוחה שכנשיא תגדיל לעשות ולהקסים יותר ואני לומדת מדברי זוגתך לנצח נדבך נוסף על הזוג נחמה ורובי ריבלין ישר כח ",0,negative
מזל טוב למדינת ישראל . נשיאנו האהוב .,0,negative
אשרי העם שככה לו אשרי העם שזהוא נשיאו . שתזכה להנהיג אותנו בתבונה ובחכמה אמן ואמן,0,negative
רובי בושה גועל נפש,1,positive
יהי זיכרו ברוך ... כלכך עצוב,0,negative
כל הכבוד,0,negative
מיטל היא טיפשה,1,positive
אמן ואמן,0,negative
כבת מושב לשעבר מזדהה עם כל מילה שנחמה אומרת . אותן חוויות שמלוות עד עצם היום הזה ובהצלחה ץ,0,negative
זה נשיא זבל וגנב מלוכלך שהיה עדיף לא לסתום תפה ובכלל לא לעלות סטטוס כזה וצריך להמשיך בכל הכוח לעשות הפגנות כאלה כאחרת זה יגמר מאוד רע,1,positive
גאי בתור אחד שלא יודע מי אבא שלו אני יכול להבין אותך אבל תבדוק טוב אני בטוח שהוא מוסלמי,2,
" מסכנה הילדה מורל , עזבה את דתה , מקור מים חיים , והלכה לחצוב בבארות ריקים מלאים נחשים ועקרבים . ואין מי שיציל אותה מידם , זה מה שקורה , כאשר הורים מתגרשים , אין מי שישמור על הצאן , אז באים הזאבים הטורפים , שטורפים את הצאן , ואז בה ריבלין והשרה גרמן באה לאחל להם בתאבון.ואין מי שייציל אותה מידם.מחוקי השריעה של האסלאם . https://www.facebook.com/eitan.cabel/photos/a.599179510139317.1073741829.174411199282819/733893560001244/?type=1",1,positive
סוף סוף נשיא נורמלי ולא זקן מטונף !!,0,negative
" יחי יחי יחי כבוד הנשיא , אוהבים אותך ",0,negative
ילד קדוש מנוחתו עדן,0,negative
" אומרים שאחרי כול אדם גדול ניצבת אישתו טובה יותר , בהצלחה לאיש היקר שיודע נפש העם בהצלחה ",0,negative
" יאללה , עוד מבלבלת תשכל שרוצה בית , מטוס פרטי ומשרתים ופנסיה לכל החיים ",0,negative
" בהצלחה מחר בבחירות לנשיאות כולי תקווה שבעז""ה רוב החכ""ים יבינו וישכילו שרובי ריבלין הוא האיש הכי מתאים להיות האזרח מספר אחת של מדינת ישראל . ",0,negative
חג שמח ובהצלחה בבחירות .,0,negative
כבוד הנשיא טוב שתשמור על כבודך ותתרחק מכל השמאל ההזוי,1,positive
בהצלחה ...,0,negative
מזל טוב ! אין ראוי ממך כבוד הנשיא ראובן ריבלין ! תתחילו להתרגל הנשיא רובי עלה והצלח .,0,negative
תודה ! אתה אי של שפיות בטירוף של ההנהגה שלנו ! ותודה שהגעת לעטוף עזה בימים הקשים ביותר שלנו !,0,negative
אדוני הנשיא ברכות ובהצלחה . ומסבתא ואפילו סבתא רבא גאה לסבא גאה מאחלת לך נשיאות מוצלחת לך ולנו .,0,negative
כואב הלב על חיים שנגדעו בגלל שנאה ..,0,negative
אדם ישר הגון וציוני נבחר לנשיא מדינתנו בחירה מעולה ונראה לתחליף הולם למר פרס שלדעתי ולדעת רוב העם עשה עבודתו מעל המצופה אז מכאן נאחל לשני האנשים הישרים והמעורכים שיהיה לכם שפע של בריאות והצלחה אמן,0,negative
לדעתי אין ראוי ממנו,0,negative
אם היית עומד לבחירה בציבור התמיכה בך היתה הרבה יותר גדולה,0,negative
שבת שלום לנשיא הבא מדינת ישראל,0,negative
" כבוד הנשיא הנבחר.בזמן שצער ויגון שוטפים אותנו על הרצח המתועב של אחינו , נפתלי גלעד ואיל , הקב ״ ה ייקום דמם , כותבת לה האישה הבזויה והנתעבת חנין זועבי כאילו חס ושלום היו אלו הנערים שתקפו את חוטפיהם.אני שואל אותך כבוד הנשיא , עד מתי עזות המצח ? עד מתי הרשעה הזאת תעלוז ? האם אנו כמדינה וכחברה לא יכולים אחת ולתמיד במסגרת החוק להוקיע אותה ? להרחיק אותה מבית הנבחרים שהסמל שלו הוא סמל המנורה ? המנורה מסמלת משהו טהור , ובבית הנבחרים יושבת סמל הרוע והשנאה כלפיי העם היהודי היושב בציון . אסיים בתקווה ובתפילה : לעולם לא עוד !!!! לעולם לא יעמוד יהודי חסר אונים מול מרצחים בני עוולה . ",1,positive
כל הכבוד לרבי הנשיא,0,negative
שבת שלום מיסטר פריזידנט,0,negative
כל הכבוד כבוד הנשיא חשוב שאנשים יבדילו בין החמס לבין ערביי ישראל .,0,negative
יש עליך אור מיוחד ... ה' איתך ..,0,negative
. דודו אין כמוך בעולם,2,
מזכיר לי את הימים בהם הייתי בגן חובה וחגגנו שבועות .,0,negative
" נשיא מדינתנו היתחלת ברגל שמאל , איכסס סודה שאתה מיזדהה עם דבר כזה . עוגות מתיפייף ",1,positive
כמה עצובבבבבבב 😞😪 אין מילה שיכולה לתאר כמה אנו כאובים ולא יכולה לתאר מה עוברת המשפחה האבלה 😩😓,0,negative
ראוי ביותר בהצלחה !,0,negative
עלה והצלח וייצג את מדינתנו היקרה בכבוד ... סומכים עליך ....,0,negative
"  "" אדון""""ריבלין עכשיו תורך להחזיר לעם טןבה קטנה בטל את הדבר המחןטר הזה נשיאות אים אתה חושב את עצמך לאדם הגון הייה אמיץ ופעל פעל לפני יהיה מאוחר """,1,positive
תכתוב לטובת העם היהודי בשביל זה אתה שם אם לא הבנת !!!,1,positive
" מר ריבלין , כנשיאנו החדש , ציפינו ממך לגינוי  "" קצת "" "" יותר חריף ותקיף למעשה הנורא הזה ! זה לא הזמן ל""""פוליטיקלי קורקט "" "" !!! """,1,positive
יהי זיכרו ברוך עצוב מאד,0,negative
נשיא של מי אתה ..? לך תיהיה נשיא של עזה לך !,1,positive
קשה להאמין - איזה אסון הלב נקרע - הילד של כולנו - יהי זכרו ברוך ...,0,negative
הלב מתפוצץ מכאב .,0,negative
אני גאה כי למדינת ישראל יש נשיא כמו מר ריבלן .,0,negative
כל הכבוד הנשיא ריבלין . אתה מתחיל ברגל הנכונה . לא לאלימות במגרשי הכדורגל ובמגרשים האחרים . אלימות מולידה אלימות גם בפנים וגם בחוץ.אם אתה תשא את הדגל הזה יש סיכוי שיבוא שינוי . הרי הכל מתחיל מלמעלה . ואתה הרי הכי למעלה . בכל הכבוד . שבוע טוב . נעמי אלון,0,negative
נשיא מקסים !!!!,0,negative
אמן .,0,negative
שבת שלום לכבוד הנשיא שלנו . לא יעזור לאף אחד שינסה לפגוע בך . לא לישראל ביתנו . ולא למר נתניהו עם כל הכבוד .,0,negative
הגזענות בתגובות מזעזעת . פשוט מזעזעת .,0,negative
המון הצלחה אוהב העם אני גאה ש נפחרתה,0,negative
שנבחרת מאוד שמחתי אך מהיום דעתי השתנתה אתה אמור להיות נשיא מדינת היהודים אני מתביישת בך,1,positive
נשיא מדינת ישראל איש נפלא עם נשמה מדהימה אדם רגשן ומרגש תמיד אהבתי אותך עלה והצלח,0,negative
תתביש לך !!!!!!!,1,positive
אגב התנך..מצוות אי התבוללות שמעת !?... ואגב חוק וסדר..זה שהחתן הוא סחר סמים מורשע שמעת ?.. לפעמים סייג לחוכמה שתיקה ... שבת שלום איש יקר,1,positive
" מר נשיא , אני מתה עליך ( ולא אכפת לי שזו הערה לא ממלכתית ) . ",0,negative
" תכלס , היה עדיף לא להעלות את הסטטוס הזה .. מה זה תרם ?? ",1,positive
צריך מעשים ודבר ראשון עונש מוות ולהפסיק עם בית ההבראה בכלא לא מענין מה העולם אומר הם שוחטים אחד את השני בסוריה ואף אחד לא מציץ הגיע הזמן לשנות את כללי המישחק,1,positive
אדוני . אים המדינה דמוקרטית.אז מותר לי להעיר לך כבודו.כי אתה נשיא מדינת היהודים.לא נשיא של מדינה דו לאומית..נא אל תשכח ;,1,positive
" אין מדובר בגזענות ולא בהסתה , כן מדובר באנשים שכואב להם שבת ישראל מתבוללת ולא רק מתבוללת אלא המירה דתה , אתה ושכמותך יכולים לצעוק עד מחר גזענות והסתה , אני רוצה לראות אשה מוסלמית אחת שתתחתן עם גבר יהודי . אתה כבר יכול לתאר לעצמך מה יקרה לאותה אחת . במקרה שלנו נשיא המדינה עם כל הכבוד לא צריך לצאת בהצהרות כמו זו ובטח שלא לרכב על הדמוקרטיה בנושא התבוללות , מדובר בהתבוללות ויש להוקיע את התופעה הזאת מהחברה היהודית והישראלית כאחת לא יעלה על הדעת שכאן במדינה היהודית בנות ישראל תתבוללנה ואף תמיר את דתה ונשיא המדינה יתן יד לזה .. נראה לך הגיוני הדבר ? ",0,negative
" רוצים דף עם בדיחות וסרטונים קורעים ? כנסו לדף שלנו ותעשו לייק ותזמינו חברים www.facebook.com / JokeSatla סטטוסים , סרטונים מצחיקים , משפטים חכמים , עדכונים והכל .. ",2,
בלי עם הרע עד מאה ועשרים ביחד בבריאות טובה וצלולה,0,negative
" ויתערבו בגויים וילמדו מעשייהם , עצוב וכואב , בנות ישראל עד לאן הגענו.לבנות בית עם בני הערלים ? אוי לכם מיום הדין ומיום התוכחה ",1,positive
יש לשער שגם אני הייתי מחייך כך אם הייתי הופך להיות נשיא המדינה .,0,negative
בהצלחה ויישר כח . אתה אדם נפלא והתפללנו להישג שכזה ...,0,negative
צדיק,0,negative
" שתזכה לחבוק אותו באושר עוד שנים רבות . נשיא , אבא , סבא של כולנו . יש שיאמרו , כזה צעיר וכבר סבא . אבל ... הכל לטובה ובהמון אהבה . אהבת חינם שניחנו בה בני העם הישראלי על כל רבדיו , מיניו , עדותיו ודתותיו . ",0,negative
בהצלחה איש מאוד יקר,0,negative
שבת שלום איש יקר,0,negative
" ונאחל לכלה הטריה , שלא תהפוך לאשה מוכה ושתחזור בקרוב לחיק העם היהודי . ",1,positive
כמה מרגש . מזל טוב מגיע לך אמן שנזכה לשנים של שלום ואהבה איש לרעהו .,0,negative
אם אתה חרד לרווחתם אנה בוא אישית לברך אותם,0,negative
יחי נשיא מדינת ישראל .,0,negative
ידעתי שתנצח !!!,0,negative
רובי עם כל הערכה שלי אליך ... אני לא מקבל ביטוי כזה מנשיא של עם יהודי ... יש לשמור על יהדות,1,positive
אלוהים ישמור עלייך כבוד הנשיא הלב כואב ובוכה על הילד הקטן ש סתםםםםןןןןןן נהרג יהיה זיכרו ברוך ומבורך לעולמי עד אמן,0,negative
" ראובן ! האם אתה מאמין שנחלתם תהיה כך , שאו שאתה מאחל כי אתה מאמין שנחלתם תהיה הפוכה ...? ",1,positive
אלוהים ישמור עלייך כבוד הנשיא הלב כואב ובוכה על הילד הקטן ש סתםםםםןןןןןן נהרג יהיה זיכרו ברוך ומבורך לעולמי עד אמן,0,negative
איש היודע להכיל את רב גווניות עם ישראל כיאה לאיש ירושלים ביסודו.נשיא מדינת ישראל . נשיא עם ישראל .,0,negative
" הוא היה יו""ר / בעלים של ביתר ירושלים הקבוצה שהערבים הכי שונאים מה קרה אתה מדבר ככה ערבי מושתן ",1,positive
אמן,0,negative
